MSID,target-label,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
6305,POISONOUS,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CLOSE,NARROW,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SEVERAL,WOODS
6306,POISONOUS,CONVEX,SCALY,GRAY,NO,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SEVERAL,GRASSES
6307,POISONOUS,FLAT,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,PINK,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,LARGE,WHITE,SEVERAL,GRASSES
6308,EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SOLITARY,PATHS
6309,EDIBLE,CONVEX,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,BROWN,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6310,EDIBLE,CONVEX,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6311,EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,ROOTED,SCALY,SCALY,BROWN,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6312,EDIBLE,BELL,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,ROOTED,SMOOTH,SMOOTH,PINK,BROWN,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6313,EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,ROOTED,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SCATTERED,WOODS
6314,EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SCALY,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,PATHS
6315,EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SCALY,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,WHITE,SOLITARY,WOODS
6316,EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,PATHS
6317,EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SCALY,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,TWO,PENDANT,BROWN,SEVERAL,WOODS
6318,EDIBLE,FLAT,SCALY,BROWN,BRUISES,ANISE,FREE,CLOSE,BROAD,BROWN,ENLARGING,BULBOUS,SMOOTH,SCALY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SOLITARY,WOODS
6319,EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,TWO,PENDANT,BROWN,SOLITARY,WOODS
6320,EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SCALY,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,WHITE,SEVERAL,WOODS
6321,EDIBLE,FLAT,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6322,EDIBLE,FLAT,FIBROUS,GRAY,BRUISES,NONE,FREE,CROWDED,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6323,EDIBLE,BELL,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,PATHS
6324,EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6325,EDIBLE,FLAT,FIBROUS,CINNAMON,NO,ALMOND,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SEVERAL,WOODS
6326,EDIBLE,CONVEX,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
6327,EDIBLE,CONVEX,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6328,EDIBLE,CONVEX,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,WHITE,SOLITARY,WOODS
6329,EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SOLITARY,WOODS
6330,EDIBLE,FLAT,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
6331,EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6332,EDIBLE,BELL,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6333,EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6334,EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6335,EDIBLE,CONVEX,SMOOTH,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,TWO,PENDANT,WHITE,SOLITARY,WOODS
6336,EDIBLE,BELL,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
6337,EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
6338,EDIBLE,FLAT,SCALY,CINNAMON,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
6339,EDIBLE,FLAT,SCALY,CINNAMON,NO,NONE,FREE,CLOSE,NARROW,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6340,EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6341,EDIBLE,CONVEX,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6342,EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6343,EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6344,EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,TWO,PENDANT,BROWN,SOLITARY,WOODS
6345,EDIBLE,CONVEX,SCALY,CINNAMON,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
6346,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6347,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
6348,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,CLUSTERED,LEAVES
6349,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6350,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6351,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6352,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,CLUSTERED,LEAVES
6353,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,ORANGE,CLUSTERED,LEAVES
6354,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6355,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6356,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6357,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
6358,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6359,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6360,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6361,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6362,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6363,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6364,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6365,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6366,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6367,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6368,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6369,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6370,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6371,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6372,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6373,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6374,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
6375,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6376,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6377,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6378,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,CLUSTERED,LEAVES
6379,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CROWDED,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6380,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
6381,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6382,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6383,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6384,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6385,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6386,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6387,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6388,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6389,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6390,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
6391,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6392,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,ORANGE,CLUSTERED,LEAVES
6393,POISONOUS,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6394,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,YELLOW,CLUSTERED,LEAVES
6395,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6396,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
6397,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,CLUSTERED,LEAVES
6398,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BUFF,CLUSTERED,LEAVES
6399,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6400,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6401,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6402,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,BUFF,CLUSTERED,LEAVES
6403,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BUFF,SEVERAL,LEAVES
6404,EDIBLE,BELL,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,ORANGE,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
6405,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,BROWN,ONE,PENDANT,ORANGE,CLUSTERED,LEAVES
6406,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,ORANGE,SEVERAL,LEAVES
6407,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,SEVERAL,LEAVES
6408,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,BROWN,CLUSTERED,LEAVES
